Team Name,blomgram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Name,Beevia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exported By,Victor Peynado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,10/Aug/2026 09:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filter,Sprints Contains 0702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item Id,Item Name,Description,Created On,Sprint,Created by,Tags,Completed On,Assignee,Status,Epic,Item Type,Priority,Start Date,End Date,Start After,Duration,Estimation Points,Release,Total Workhours,Work hours per owner,Work hours type,Parent Id,Sprint Type,Sprint Start Date,Sprint End Date,Comments,Created Time,Last Modified,Blocked by,Blocked On
BVA-I124,Export Chat,"Asa user, I want to export a conversation as a text file, so that I can keep apersonal record or share the conversation outside the app.Acceptance Criteria● Confirmation sheet reads: ""Export thisconversation as a text file.""● Export Chat generates the file and triggersthe native share/save sheet; Cancel dismisses with no actionhttps://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1487-4714&t=TaX7HIos2P5TtwmI-4​",22/Jul/2026 12:06 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:06 PM,07/Aug/2026,,
BVA-I125,Conversation Text Export,Build the endpoint or process to generate atext-file export of a conversation's messages.https://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1487-4714&t=TaX7HIos2P5TtwmI-4,22/Jul/2026 12:07 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I124,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:07 PM,05/Aug/2026,,
BVA-I126,Export Confirmation & Native Share,Build the confirmation sheet and trigger thenative share/save sheet with the generated file.https://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1487-4714&t=TaX7HIos2P5TtwmI-4,22/Jul/2026 12:07 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I124,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:07 PM,04/Aug/2026,,
BVA-I127,Block Contact (from Profile & from Conversation Settings),"Asa user, I want to block a contact from either their profile or the conversationsettings, so that I can stop unwanted messages or calls from reaching me,regardless of where I initiate it.Acceptance Criteria● Confirmation sheet reads: ""Prevent thisperson from messaging or calling you.""● Block proceeds and adds the contact to BlockedContacts; Cancel dismisses with no action● Reachable from both Contact Profile andConversation Settings",22/Jul/2026 12:09 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:09 PM,07/Aug/2026,,
BVA-I128,Block Action,"Build the block endpoint, preventing messagingand calling in both directions, and feeding the Blocked Contacts list",22/Jul/2026 12:09 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I127,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:09 PM,04/Aug/2026,,
BVA-I129,Block Confirmation (Both Entry Points),Build the confirmation sheet and wire it fromboth the Contact Profile and Conversation Settings entry points.,22/Jul/2026 12:10 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I127,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:10 PM,04/Aug/2026,,
BVA-I130,Report Contact,"Asa user, I want to report a conversation to Beevia, so that the team can reviewconcerning behavior and take appropriate action.Acceptance Criteria● Confirmation sheet reads: ""Report thisconversation to Beevia.""● Report submits the report; Cancel dismisseswith no action",22/Jul/2026 12:14 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:14 PM,07/Aug/2026,,
BVA-I131,Report Submission,"Build the report submission endpoint,including relevant recent conversation context for review (the last 5 conversations)",22/Jul/2026 12:15 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I130,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:15 PM,04/Aug/2026,,
BVA-I132,Report Confirmation & Submission,Build the confirmation sheet and wire thereport submission.https://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1488-4917&t=TaX7HIos2P5TtwmI-4,22/Jul/2026 12:16 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I130,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:16 PM,04/Aug/2026,,
BVA-I133,Delete Individual Message - Delete for Me / Delete for Everyone,"Asa user, I want to delete a single message I've sent, either just from my ownview or for everyone in the conversation, so that I can correct mistakes orremove something I no longer want visible with no deletion trailAcceptance Criteria● A long-press (or equivalent) on a messagesurfaces delete options: ""Delete for Me"" and ""Delete forEveryone"", ● ""Delete for Me"" removes the messagefrom the acting user's own view only; the other participant's copy isunaffected● ""Delete for Everyone"" removes themessage from both participants' views entirely, with no placeholder or""this message was deleted"" marker left behind, the message shouldappear as though it was never sent, on both sides",22/Jul/2026 12:18 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:18 PM,07/Aug/2026,,
BVA-I134,Message Delete Interaction Design,"Design the long-press/context-menu interactionfor an individual message, and the two delete options (Delete for Me / Deletefor Everyone).",22/Jul/2026 12:19 PM,0702,Fortune Okwu,,24/Jul/2026 05:01 PM,Philip Chidera,Done,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I133,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:19 PM,24/Jul/2026,,
BVA-I135,Per-User & Delete for Everyone Logic,"Implement per-user local-delete (hides themessage for one user only) and true delete-for-everyone (removes the messagefrom both users' history and any active sync/fetch, no trace left behind.),including correct handling for a recipient who is offline at the moment ofdeletion, the message must never be delivered or shown to them once theyreconnect.",22/Jul/2026 12:21 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I133,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:21 PM,05/Aug/2026,,
BVA-I136,Delete Interaction & Both Delete Flows,"Build the long-press context menu and bothdelete flows, ensuring the local UI removes the message immediately with noplaceholder in either case.",22/Jul/2026 12:21 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I133,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:21 PM,06/Aug/2026,,
BVA-I137,Admin Login & Role-Based Access,"Asan admin, I want to log into the admin web app securely and see only the toolsrelevant to my role, so that sensitive actions and data stay restricted to thepeople who should have them.Acceptance Criteria● Admin login restricted to invited adminaccounts only (no public sign-up)● Each admin is assigned exactly one role:Support, Compliance, or Super Admin● Screens and actions outside an admin's roleare hidden entirely, not just disabled, a Support admin should not see thatCompliance-only tools exist● Two-factor authentication (2FA) is requiredfor every admin account, regardless of role, with no option to disable it● Session handling (timeouts, logout)appropriate for an internal tool handling sensitive user data",22/Jul/2026 12:58 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,Admin,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:58 PM,07/Aug/2026,,
BVA-I138, Admin Login & Role Aware Navigation,"Design the admin login screen and the overallnavigation shell, showing how it adapts based on role (which sectionsappear/disappear per role).",22/Jul/2026 12:59 PM,0702,Fortune Okwu,,,Philip Chidera,REVIEW/QA,Admin,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I137,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:59 PM,04/Aug/2026,,
BVA-I139,Admin Auth & Role Enforcement,"Build admin authentication and server-siderole enforcement, every endpoint must check role, not just the UI hidesections client-side.",22/Jul/2026 12:59 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,Admin,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I137,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:59 PM,04/Aug/2026,,
BVA-I140,Manage Admin Accounts & Roles,"Asa Super Admin, I want to create, edit, and deactivate admin accounts and assigntheir roles, so that I can control who has access to the admin app and whatthey can do.Acceptance Criteria● Super Admin can invite a new admin by email,assigning their initial role● Super Admin can change an existing admin'srole● Super Admin can deactivate an admin account,which revokes access immediately● Super Admin can reactivate a previouslydeactivated account● This entire screen and its actions are visibleonly to Super Admins",22/Jul/2026 01:02 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,Admin,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 01:02 PM,07/Aug/2026,,
BVA-I141,Admin Account Management Screen,"Design the Super-Admin-only screen forinviting, editing, and deactivating admin accounts, and assigning roles.",22/Jul/2026 01:03 PM,0702,Fortune Okwu,,29/Jul/2026 09:36 AM,Philip Chidera,Done,Admin,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I140,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 01:03 PM,29/Jul/2026,,
BVA-I142,Admin Account CRUD & Invitations,"Build the endpoints for inviting, editing,deactivating, and reactivating admin accounts, restricted to Super Admincallers.",22/Jul/2026 01:03 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,Admin,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I140,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 01:03 PM,04/Aug/2026,,
BVA-I143,User Search & Directory,"Asan admin, I want to search for a specific Beevia user by phone number, name,username, or email, so that I can quickly find their account when helping witha support issue or reviewing compliance details.Acceptance Criteria● Search supports phone number, name, username,and email● Results show enough at-a-glance info toconfirm the correct match (name, phone, account type, verification status)● Selecting a result opens the full AccountDetail view ● Available to all three roles at read level",22/Jul/2026 01:06 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,Admin,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 01:06 PM,07/Aug/2026,,
BVA-I144,User Search Screen,"Design the search interface and results list,including the at-a-glance info shown per result.",22/Jul/2026 01:06 PM,0702,Fortune Okwu,,28/Jul/2026 04:53 PM,Philip Chidera,Done,Admin,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I143,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 01:06 PM,28/Jul/2026,,
BVA-I145,User Search Endpoint,"Build the search endpoint across phone, name,username, and email, with reasonable performance for a growing user base.",22/Jul/2026 01:06 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,Admin,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I143,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 01:06 PM,04/Aug/2026,,
BVA-I146,User Account Detail View,"Asan admin, I want to view a user's full account details in one place, so that Ican understand their account status and history when assisting them orreviewing their compliance record.Acceptance Criteria● Shows profile info: name, username, phone,email, date of birth, country, account type (chat-only / chat + banking),verification status, join date● Shows onboarding progress, which step theuser has completed, and if incomplete, where they're currently stuck● Shows wallet status for Chat + Banking users● Support role sees standard profile andonboarding info● Compliance and Super Admin additionally seethe KYC/verification detail panel ● This screen is the entry point tosuspend/reactivate (AD5), assisted PIN reset, and case notes",22/Jul/2026 01:08 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,Admin,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 01:08 PM,07/Aug/2026,,
BVA-I147,Account Detail Screen (Role-Aware Layout),"Design the account detail screen, includinghow its layout/content changes between Support view and Compliance/Super Adminview.",22/Jul/2026 01:09 PM,0702,Fortune Okwu,,03/Aug/2026 04:04 PM,Philip Chidera,Done,Admin,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I146,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 01:09 PM,03/Aug/2026,,
BVA-I148,Account Detail Aggregation Endpoint,"Build the endpoint aggregating profile,onboarding status, and wallet info for a given user, respecting role-basedfield visibility server-side.",22/Jul/2026 01:09 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,Admin,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I146,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 01:09 PM,04/Aug/2026,,
BVA-I149,Suspend / Reactivate User Account,"Asan admin, I want to suspend or reactivate a user's account, so that I canrespond to policy violations, security concerns, or user requests to pausetheir account.Acceptance Criteria● Suspending requires selecting a reason (from adefined list) plus an optional note● A suspended user cannot log in, message, call,or transact until reactivated● Reactivating reverses this immediately● Every suspend/reactivate action is logged withthe acting admin's identity, timestamp, and reason● Suspension severity is role-gated: Support cansuspend/reactivate for user-requested or account-safety reasons only;suspensions tied to policy violations (full bans) are restricted to Complianceand Super Admin",22/Jul/2026 01:10 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,Admin,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 01:10 PM,07/Aug/2026,,
BVA-I150,Suspend/Reactivate Flow,"Design the suspend/reactivate action,including the reason-selection step (with role-gated reason options) andconfirmation.",22/Jul/2026 01:11 PM,0702,Fortune Okwu,,31/Jul/2026 02:10 PM,Philip Chidera,Done,Admin,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I149,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 01:11 PM,31/Jul/2026,,
BVA-I151,Suspend/Reactivate Enforcement & Audit Log,"Build the suspend/reactivate logic thatactually blocks the relevant user actions, enforces which reasons/severitieseach role can select server-side, plus the audit log entry.",22/Jul/2026 01:11 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,Admin,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I149,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 01:11 PM,07/Aug/2026,,
BVA-I152,Support Case Notes on a User Account,"Asa Support admin, I want to log notes on a user's account when I help them withan issue, so that there's a record other admins can see if the same userreaches out again.Acceptance Criteria● Admin can add a timestamped note to a user'saccount from the Account Detail view● Notes show which admin wrote them and when● Notes are visible to all admin roles withaccess to that account",22/Jul/2026 01:16 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,Admin,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 01:16 PM,07/Aug/2026,,
BVA-I153,Case Notes UI,Design the note-adding interaction and thenote history display within Account Detail.,22/Jul/2026 01:16 PM,0702,Fortune Okwu,,30/Jul/2026 04:36 PM,Philip Chidera,Done,Admin,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I152,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 01:16 PM,30/Jul/2026,,
BVA-I154,Case Notes Storage,"Build the endpoint to store and retrievetimestamped, attributed notes per user account.",22/Jul/2026 01:17 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,Admin,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I152,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 01:17 PM,07/Aug/2026,,
BVA-I155,KYC / Verification Status Panel,"Asa Compliance admin, I want to see a user's KYC verification details and historywithin their account view, so that I can assess their verification statuswithout needing a separate tool.Acceptance Criteria● Shows the verification method used (face orrecord), the result, and the timestamp● Shows BVN verification status, with sensitivedata masked appropriately ● Only visible to Compliance and Super Adminroles, embedded within the Account Detail view",22/Jul/2026 01:18 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,Admin,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 01:18 PM,07/Aug/2026,,
BVA-I156,KYC Status Panel,"Design the KYC/verification detail panel,including how sensitive fields (like BVN) are masked or partially shown.",22/Jul/2026 01:18 PM,0702,Fortune Okwu,,30/Jul/2026 04:13 PM,Philip Chidera,Done,Admin,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I155,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 01:18 PM,30/Jul/2026,,
BVA-I157,KYC Status Data Exposure,"Build the endpoint exposing verificationmethod, result, and status for a user, applying appropriate data maskingserver-side rather than relying on the UI to hide it.",22/Jul/2026 01:19 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,Admin,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I155,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 01:19 PM,07/Aug/2026,,
